sic,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
6311,36,70,0,91.16499997000001,216757.10741666667,718448.4742,79805.49060019
6321,4,5,0,202.786001,12042.9105,14249.93743,714.7749610000001
6324,22,63,1.8,10556.956129988,35069.07072228182,1112815.9171961,86456.66640211
6331,107,583,0,50440.867045441,125650.96052160747,1663563.551336,182601.2368675
6351,24,42,0,470.82999643,13021.6140625,70056.628019,8902.922169
6361,2,2,0,33.091,1216.19155,3572.9021000000002,129.925999
6411,22,25,96.89299787,1693.502998702,6071.48861386,57248.3279488,13882.1090086
6500,6,8,12.73800009,96.554994991,739.2243500666666,2357.4318998,71.92600295
6510,3,3,0.182999998,2.04599999,16.14700016666667,58.8439992,6.18299978
6512,30,44,26.235000691,1272.67673965503,785.1891992899999,1592.975308728,753.543217077
6531,14,23,52.145998999999996,486.41300129999996,1346.0430649285715,16371.972658,2072.552975
6532,1,1,0,0.013,17.327999,0.017000001,-4.132
6552,18,34,34.84200026,24.743999102,59.847777111111114,794.561996824,1.5169995870000015
6726,21,50,117.0790002,33.53499962,64.6403757625,480.95900856,-218.73500051
6794,317,8274,10242.255693799,2038.7287462458,392.44556988737213,46493.22167994813,16206.076504458
6797,19,24,0,10.25099991,850.5140099352941,1970.9350340997999,1012.0939891
6798,66,115,74.0410001,11313.1661532,5443.706008945454,85397.4528279,24410.23898668
6799,57,373,1374.191036232,392.8340417735,307.4546531403509,6425.251325011,-0.4977281000000291
7011,47,188,195.997999647,1304.16799926,799.50739,29517.650021,6207.8989421
7200,42,63,39.3819996,1759.121009109,1483.656796002439,59820.958160969996,11857.147042999999
7310,29,56,94.44199972,649.67600757,284.6812144,9456.352009913,2124.65501934
7311,13,53,20.2229995,39.51090712,86.62814127692307,1205.605269,91.35919813
7320,2,4,0.37799999,12.9673971,31.56556435,62.48500402,-0.9687356999999999
7323,46,92,20.299999,2818.3569822,2967.0121201555557,95921.4669,29103.0030021
7330,8,27,118.108999,287.4460042999,950.5625757141428,6642.1198379994,942.582008901
7331,19,971,8.741999700000001,211.80300656,159.87549305263158,5604.9608180000005,387.1488509
7340,9,10,0,455.3260021,3220.8694177777775,23416.052499999998,2790.752004
7350,2,2,0,12.935999899999999,41.0510015,56.276997200000004,8.317000199999999
7359,20,43,37.0319993,2043.9661835000002,954.5486040000001,4672.976226,2065.8866514
7361,3,4,0,50.45999698,1035.55494995,1634.9381,191.1339999
7363,17,23,18.61699986,209.68400029,393.1024135705882,22357.600441,752.25699
7370,1094,137414,390627.244018697,373319.32889342646,7009.337491779266,5228695.858471318,1180112.653569665
7371,60,414,1411.92320999,3680.2002915291,1822.0192676966667,89968.7216985,23259.7888338064
7372,2099,84933,465885.298478884,134113.0458163037,2832.189542047719,3112557.73955841,984280.5081588211
7373,685,83710,232139.683738584,149672.7173789842,4750.747589714316,3246828.7452102597,302396.438815227
7374,176,956,8539.296946701,16987.6736515503,8387.77967924815,518422.9084076101,122642.029375509
7380,23,29,178.82876858,1321.913442318,1772.6422322136364,22847.9067255,4421.920761002
7381,2,2,0,172.712997,559.60852,1758.42698,285.29100400000004
7384,1,1,0,0.234,8.6610003,22.013,1.748
7385,4,6,21.586,140.8620102,585.5212474992501,533.44799,-124.47599099899999
7389,116,623,1949.40199855,4731.1920162942,1041.194482680087,103108.363846438,18636.333991705
7500,4,7,1.4389999949999999,207.0629981,378.071,1071.477987,134.22299999999998
7510,9,13,0,18238.55691,12499.2755,55114.95697,17017.58727
7600,15,33,0.8609999798,104.1109983201,124.50157150000001,3099.8150996,122.60599989800001
7812,46,4661,6256.3208005,6462.72797767,3743.047390826087,158344.7622107,15774.1071314
7819,1,1,0.079999998,0.02,0.56699997,1.2850001,-0.223
7822,2,5,73.32600099999999,129.166993,980.0094750000001,1149.22399,12.091001000000002
7830,3,4,0.76600003,188.950003,389.03435033333335,1363.87299,149.1489983
7841,13,91,4468.169014,1116.69201,5056.7493699999995,51151.14135,4062.4909860000002
7900,11,44,2.697,881.991011,4167.653525,34986.00191,2456.464982
7948,2,2,0,149.4680002,1203.043095,750.114971,236.699989
7990,75,2894,1528.5606632,21145.031637891,6449.136787482222,194661.65027489,52578.767459802
7996,1,1,0,0.97499996,45.653,42.206001,3.6470001
8011,9,9,0,155.22799608,682.3411110000001,6033.5618700000005,907.258997
8050,10,13,2.9690001,31.52800011,137.30030601,2322.64192009,173.07299999
8051,1,1,0,135.007,2339.2341,3417.29,432.67001
8060,7,9,6.7279999,283.825005071,1085.5238716000001,6930.91689702,773.54999321
8071,210,955,1907.89898975,5683.3170353738,1076.8123570779803,170417.985278533,30257.23141377
8082,6,7,0.098000001,21.470000094,142.14639818,1219.40299397,196.72300423
8090,61,660,1732.607003997,10781.9401984901,4802.755738001641,201230.96023598,38175.546327409
8093,19,39,23.1190001,166.763001291,325.4910010722222,5719.5540203,491.16800673
8111,3,3,0,13.907001000000001,617.6416033333334,1880.2052,281.860208
8200,27,45,52.4539991,1501.44796872,1744.7373326153847,32823.526911,4813.6490346
8600,1,1,17.198999,3.6659999,58.131001,65.362999,-14.162001
8700,62,677,418.40299222,2154.06995691907,2966.8896885016666,81394.74342286,20919.0852929
8711,148,301,140.54422359,2851.3595900107002,805.8912982396666,154335.80681462,9332.5960687
8721,9,24,107.969998,300.44800096,2295.184577666667,13577.709798,2715.536
8731,273,1156,3521.4754984912,2203.7983133733,188.88680648425927,27520.9675586991,2075.6575553388
8734,40,160,51.677,276.13399724,110.95820075,4699.835036,941.8750124
8741,12,24,0,84.13900261,362.48767258333334,6464.724922,599.994995
8742,60,1412,7540.426009,6270.983056837,4000.9769110444827,418453.46699299896,60140.67639611
8744,1,1,0,0.62800002,8.3930006,34.269001,2.306
9995,294,6912,46720.189253119,14721.2239426556,1350.2262778130207,301990.5919309242,20996.6196624065
9997,147,106188,297437.657316,493068.91388,135729.50702816903,7658167.9387,1383353.78198
